#Datasets,4_TES_45_mRNA,5_TES_129_mRNA,7_TES_027_mRNA,17_TES_144_mRNA,23_TES_136_mRNA,32_TES_43_mRNA,37_TES_034_mRNA,42_TES_027_mRNA,44_TES_140_mRNA,49_TES_40_mRNA,55_TES_134_mRNA,58_TES_130_merged_mRNA,59_TES_139_mRNA,66_TES_026_mRNA,70_TES_135_mRNA,73_TES_031_mRNA,79_TES_35_mRNA,85_TES_029_mRNA,86_TES_44_mRNA,87_TES_128_mRNA,90_TES_138_mRNA,104_TES_131_mRNA,110_TES_036_mRNA,113_TES_122_mRNA,117_TES_141_mRNA,119_TES_042_mRNA,122_TES_121_mRNA,123_TES_033_mRNA,130_TES_133_mRNA,137_TES_038_mRNA,143_TES_025_mRNA
"Roseomonas aerilata",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acetobacteraceae bacterium SCN 69-10",127.0,236.0,290.0,222.0,150.0,0.0,341.0,197.0,293.0,148.0,264.0,121.0,31.0,202.0,296.0,170.0,213.0,127.0,425.0,166.0,274.0,0.0,544.0,274.0,181.0,23.0,143.0,184.0,389.0,231.0,190.0
"Azospirillum brasilense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0
"Azospirillum lipoferum",7.0,18.0,19.0,7.0,15.0,0.0,19.0,9.0,23.0,11.0,10.0,5.0,4.0,15.0,14.0,7.0,15.0,5.0,38.0,15.0,13.0,13.0,36.0,25.0,8.0,2.0,11.0,10.0,20.0,20.0,26.0
"Azospirillum sp. B510",101.0,296.0,389.0,507.0,144.0,0.0,345.0,220.0,368.0,160.0,243.0,138.0,92.0,228.0,464.0,286.0,413.0,235.0,356.0,249.0,439.0,460.0,478.0,271.0,938.0,20.0,326.0,154.0,409.0,164.0,160.0
"Skermanella aerolata",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,103.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
"Elioraea tepidiphila",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
"Dongia sp. URHE0060",0.0,0.0,0.0,0.0,0.0,0.0,226.0,154.0,219.0,170.0,109.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,249.0,206.0,0.0,18.0,0.0,110.0,157.0,147.0,169.0
"Inquilinus limosus",0.0,142.0,167.0,0.0,155.0,0.0,289.0,0.0,242.0,158.0,152.0,37.0,0.0,143.0,118.0,0.0,94.0,0.0,233.0,132.0,181.0,0.0,312.0,222.0,0.0,0.0,54.0,0.0,197.0,194.0,201.0
"Magnetospirillum fulvum",0.0,0.0,2227.0,2446.0,631.0,0.0,0.0,881.0,0.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,963.0,0.0,838.0,0.0,572.0,0.0,1193.0,1764.0,0.0,0.0,658.0,0.0,1018.0,0.0
"Magnetospirillum gryphiswaldense",145.0,222.0,272.0,250.0,148.0,0.0,501.0,182.0,1131.0,380.0,432.0,152.0,53.0,739.0,320.0,302.0,611.0,154.0,887.0,158.0,638.0,0.0,1478.0,294.0,353.0,25.0,310.0,215.0,902.0,300.0,469.0
"Magnetospirillum magneticum",79.0,0.0,0.0,177.0,0.0,0.0,340.0,135.0,1082.0,134.0,295.0,91.0,44.0,500.0,174.0,150.0,223.0,104.0,628.0,116.0,823.0,0.0,1619.0,210.0,189.0,20.0,218.0,112.0,906.0,173.0,306.0
"Magnetospirillum molischianum",64.0,0.0,0.0,126.0,0.0,0.0,203.0,0.0,451.0,126.0,125.0,75.0,0.0,262.0,96.0,0.0,288.0,0.0,266.0,0.0,359.0,0.0,595.0,0.0,144.0,0.0,112.0,0.0,394.0,0.0,125.0
"Magnetospirillum sp. XM-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,85.0,0.0,0.0,0.0,0.0
"Rhodospirillaceae bacterium CCH5-H10",58.0,157.0,0.0,0.0,0.0,0.0,254.0,0.0,246.0,150.0,111.0,40.0,0.0,137.0,116.0,90.0,110.0,0.0,263.0,0.0,179.0,0.0,342.0,0.0,0.0,0.0,57.0,0.0,223.0,0.0,178.0
"Rhodospirillales bacterium URHD0017",0.0,0.0,1768.0,1304.0,2447.0,0.0,0.0,1065.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,847.0,0.0,1817.0,0.0,700.0,0.0,2760.0,1192.0,0.0,0.0,1528.0,0.0,3611.0,0.0
"Rhodospirillales bacterium URHD0088",987.0,1967.0,2178.0,1475.0,3105.0,0.0,5745.0,1122.0,5586.0,3240.0,2996.0,555.0,354.0,3624.0,1911.0,1182.0,1860.0,1024.0,7178.0,2487.0,4788.0,806.0,7951.0,4545.0,1452.0,131.0,1110.0,1838.0,4618.0,4670.0,4441.0
"Altererythrobacter sp. Root672",0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Erythrobacter sp. SG61-1L",0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tsuneonella dongtanensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,155.0,82.0,0.0,0.0,172.0,0.0,0.0,91.0,0.0,172.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,131.0
"Novosphingobium sp. Rr 2-17",65.0,152.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,209.0,128.0,0.0,0.0,0.0,102.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0
"Sphingomonas sp. Y57",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pacificimonas flava",172.0,146.0,0.0,257.0,0.0,0.0,418.0,131.0,1684.0,179.0,374.0,229.0,44.0,542.0,434.0,185.0,506.0,0.0,773.0,97.0,903.0,0.0,1629.0,174.0,345.0,21.0,319.0,0.0,935.0,197.0,426.0
"alpha proteobacterium BAL199",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Candidatus Accumulibacter sp. SK-02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,96.0,104.0,91.0,156.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,124.0,11.0,66.0,0.0,128.0,0.0,0.0
"Bordetella sp. SCN 67-23",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Burkholderia multivorans",63.0,0.0,1104.0,921.0,285.0,0.0,367.0,347.0,416.0,283.0,368.0,565.0,91.0,698.0,169.0,1069.0,1000.0,229.0,983.0,422.0,1491.0,1166.0,448.0,315.0,765.0,12.0,448.0,233.0,786.0,271.0,0.0
"Burkholderia ubonensis",0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,121.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
"Candidatus Burkholderia pumila",0.0,0.0,544.0,304.0,0.0,0.0,0.0,274.0,0.0,117.0,82.0,69.0,50.0,226.0,186.0,242.0,138.0,0.0,0.0,82.0,233.0,411.0,0.0,0.0,258.0,21.0,88.0,0.0,0.0,0.0,0.0
"Burkholderia pseudomallei",383.0,1099.0,4785.0,1463.0,880.0,0.0,1092.0,2468.0,748.0,513.0,1534.0,1443.0,187.0,1492.0,621.0,3245.0,2659.0,687.0,1586.0,1321.0,4502.0,4926.0,568.0,1245.0,1138.0,98.0,699.0,1466.0,2686.0,615.0,228.0
"Burkholderia sp. H160",0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,119.0,77.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,177.0,90.0,162.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
"Burkholderia sp. SJ98",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Caballeronia jiangsuensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Caballeronia sordidicola",0.0,0.0,225.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"Caballeronia udeis",58.0,112.0,253.0,176.0,98.0,0.0,227.0,188.0,154.0,166.0,108.0,36.0,30.0,0.0,179.0,226.0,104.0,0.0,192.0,85.0,0.0,0.0,0.0,141.0,0.0,22.0,50.0,0.0,0.0,0.0,182.0
"Paraburkholderia fungorum",0.0,0.0,0.0,123.0,0.0,0.0,226.0,0.0,167.0,197.0,111.0,0.0,0.0,190.0,0.0,88.0,0.0,0.0,368.0,0.0,190.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,158.0
"Paraburkholderia nodosa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paraburkholderia phenazinium",0.0,0.0,1009.0,154.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,273.0,0.0,204.0,0.0,478.0,0.0,183.0,166.0,0.0,0.0,341.0,0.0,0.0,0.0
"Paraburkholderia xenovorans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ralstonia solanacearum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,189.0,0.0,219.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0
"Oxalobacter formigenes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dechloromonas aromatica",0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,192.0,146.0,108.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,370.0,0.0,193.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
"Azoarcus sp. CIB",0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,139.0,0.0,123.0,168.0,0.0,176.0,0.0,239.0,0.0,0.0,0.0,135.0,0.0,139.0,0.0,131.0,0.0,0.0
"Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14",0.0,0.0,595.0,480.0,868.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,376.0,0.0,739.0,0.0,0.0,0.0,879.0,424.0,0.0,0.0,531.0,0.0,1245.0,0.0
"Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_62_17",0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0
"Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_26",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0
"Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Betaproteobacteria bacterium SCGC AG-212-J23",85.0,132.0,0.0,0.0,0.0,0.0,385.0,0.0,179.0,258.0,158.0,0.0,0.0,135.0,0.0,0.0,111.0,0.0,170.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,58.0,0.0,146.0,153.0,219.0
"Betaproteobacteria bacterium SG8_40",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Betaproteobacteria bacterium SG8_41",61.0,125.0,0.0,0.0,0.0,0.0,259.0,0.0,231.0,177.0,172.0,0.0,0.0,120.0,107.0,0.0,109.0,0.0,244.0,0.0,177.0,0.0,304.0,0.0,0.0,0.0,64.0,0.0,186.0,0.0,201.0
"Candidatus Muproteobacteria bacterium RBG_16_60_9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0
"Desulfosarcina cetonica",0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Desulfosarcina sp. BuS5",0.0,0.0,164.0,172.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,49.0,0.0,198.0,97.0,0.0,172.0,96.0,160.0,132.0,232.0,0.0,308.0,0.0,298.0,0.0,81.0,0.0,234.0,150.0,105.0
"Anaeromyxobacter sp. Fw109-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cystobacter fuscus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hyalangium minutum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,120.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Stigmatella aurantiaca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Myxococcus virescens",0.0,0.0,511.0,479.0,204.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,296.0,0.0,408.0,0.0,521.0,0.0,744.0,1570.0,0.0,0.0,261.0,0.0,1577.0,0.0
"Vulgatibacter incomptus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
"Haliangium ochraceum",135.0,425.0,339.0,269.0,0.0,0.0,844.0,645.0,1112.0,365.0,177.0,31.0,46.0,572.0,151.0,146.0,126.0,231.0,582.0,161.0,365.0,0.0,832.0,387.0,346.0,59.0,119.0,465.0,430.0,484.0,308.0
"Labilithrix luteola",1708.0,3502.0,3310.0,3062.0,1166.0,0.0,5043.0,3817.0,5155.0,2246.0,1648.0,422.0,1105.0,2808.0,2018.0,1917.0,1652.0,2744.0,3228.0,2049.0,2867.0,1962.0,5700.0,4638.0,3213.0,346.0,1061.0,4257.0,3311.0,3050.0,2527.0
"Chondromyces apiculatus",67.0,120.0,0.0,0.0,0.0,0.0,189.0,0.0,234.0,0.0,0.0,0.0,32.0,123.0,0.0,0.0,0.0,103.0,178.0,0.0,0.0,0.0,297.0,150.0,0.0,13.0,0.0,112.0,168.0,0.0,0.0
"Chondromyces crocatus",55.0,110.0,0.0,0.0,0.0,0.0,194.0,0.0,222.0,0.0,0.0,0.0,43.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,13.0,0.0,124.0,166.0,0.0,0.0
"Sorangium cellulosum",514.0,1088.0,1007.0,838.0,430.0,0.0,1938.0,1219.0,2196.0,872.0,661.0,155.0,413.0,1218.0,706.0,552.0,550.0,809.0,1698.0,619.0,1117.0,574.0,3057.0,1329.0,952.0,135.0,326.0,1450.0,1699.0,1187.0,939.0
"Sandaracinus amylolyticus",136.0,220.0,0.0,154.0,0.0,0.0,539.0,188.0,709.0,228.0,155.0,41.0,58.0,256.0,138.0,170.0,121.0,120.0,336.0,124.0,266.0,0.0,623.0,270.0,216.0,28.0,66.0,228.0,323.0,245.0,249.0
"Myxococcales bacterium SG8_38_1",0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,116.0,104.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,128.0
"Desulfomonile tiedjei",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
"Deltaproteobacteria bacterium RBG_13_52_11b",0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_57_22",0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19",0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,102.0,0.0,271.0,0.0
"gamma proteobacterium HTCC2207",179.0,283.0,251.0,308.0,0.0,0.0,516.0,129.0,346.0,230.0,270.0,329.0,69.0,340.0,461.0,422.0,493.0,105.0,592.0,117.0,600.0,0.0,359.0,0.0,337.0,34.0,519.0,103.0,700.0,0.0,173.0
"marine gamma proteobacterium HTCC2143",0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiocapsa roseopersicina",0.0,0.0,1880.0,1423.0,757.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,816.0,0.0,901.0,0.0,2053.0,0.0,686.0,2288.0,0.0,0.0,340.0,0.0,631.0,0.0
"Woeseia oceani",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Candidatus Hamiltonella defensa",0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,172.0,144.0,124.0,0.0,0.0,293.0,105.0,0.0,0.0,0.0,251.0,89.0,234.0,0.0,0.0,0.0,122.0,0.0,116.0,0.0,0.0,0.0,0.0
"Escherichia coli",82.0,132.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,266.0,137.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,170.0,0.0,0.0,0.0
"Pantoea ananatis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,206.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,144.0
"Xenorhabdus koppenhoeferi",0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pseudohongiella spirulinae",0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,160.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
"Fluoribacter dumoffii",592.0,917.0,1749.0,2181.0,1585.0,0.0,3009.0,827.0,2234.0,3191.0,1761.0,489.0,268.0,3571.0,1721.0,1211.0,3001.0,1004.0,3165.0,994.0,4424.0,1879.0,1894.0,1533.0,3049.0,75.0,1344.0,575.0,1710.0,1942.0,2086.0
"Legionella pneumophila",58.0,0.0,178.0,336.0,0.0,0.0,167.0,0.0,0.0,0.0,87.0,104.0,64.0,85.0,135.0,135.0,210.0,122.0,0.0,0.0,0.0,238.0,0.0,0.0,316.0,27.0,98.0,0.0,214.0,0.0,0.0
"Legionella taurinensis",0.0,106.0,0.0,0.0,148.0,0.0,0.0,0.0,196.0,131.0,128.0,44.0,32.0,101.0,137.0,93.0,182.0,0.0,240.0,89.0,179.0,0.0,0.0,0.0,269.0,21.0,98.0,0.0,149.0,0.0,0.0
"Methyloglobulus morosus",0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,157.0,82.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
"Nevskia soli",185.0,197.0,381.0,169.0,128.0,0.0,253.0,227.0,218.0,141.0,116.0,125.0,77.0,85.0,276.0,228.0,221.0,154.0,0.0,123.0,0.0,242.0,216.0,278.0,223.0,18.0,111.0,201.0,226.0,151.0,177.0
"Steroidobacter denitrificans",298.0,513.0,757.0,654.0,203.0,0.0,660.0,665.0,583.0,297.0,253.0,163.0,234.0,198.0,484.0,426.0,509.0,450.0,318.0,234.0,239.0,534.0,450.0,593.0,492.0,70.0,317.0,578.0,431.0,408.0,327.0
"Halomonas sp. A3H3",0.0,0.0,170.0,224.0,161.0,0.0,233.0,0.0,0.0,122.0,135.0,35.0,0.0,176.0,118.0,129.0,0.0,0.0,222.0,131.0,379.0,0.0,0.0,0.0,190.0,0.0,109.0,0.0,0.0,0.0,0.0
"Bermanella marisrubri",546.0,558.0,1167.0,2280.0,575.0,0.0,1184.0,1092.0,1035.0,961.0,930.0,480.0,287.0,1028.0,1247.0,913.0,1801.0,705.0,840.0,539.0,770.0,881.0,1129.0,530.0,2389.0,110.0,1006.0,730.0,1136.0,548.0,1006.0
"Reinekea blandensis",60.0,0.0,0.0,404.0,155.0,0.0,284.0,0.0,0.0,317.0,136.0,66.0,30.0,200.0,399.0,199.0,175.0,0.0,425.0,103.0,305.0,0.0,243.0,0.0,217.0,19.0,142.0,0.0,190.0,0.0,0.0
"Marinobacter sp. DSM 26671",0.0,0.0,157.0,252.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,107.0,0.0,150.0,0.0,0.0,0.0,157.0,481.0,0.0,0.0,108.0,0.0,221.0,0.0
"Pseudomonas aeruginosa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
"Pseudomonas sp. Chol1",131.0,298.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,227.0,262.0,83.0,0.0,225.0,583.0,254.0,444.0,0.0,548.0,0.0,367.0,0.0,304.0,0.0,0.0,18.0,499.0,0.0,274.0,0.0,0.0
"Methylophaga muralis",0.0,0.0,0.0,221.0,0.0,0.0,166.0,0.0,0.0,256.0,162.0,45.0,0.0,281.0,0.0,129.0,133.0,0.0,187.0,120.0,186.0,0.0,196.0,0.0,226.0,0.0,140.0,0.0,166.0,0.0,0.0
"Gammaproteobacteria bacterium SG8_30",160.0,252.0,375.0,320.0,91.0,0.0,355.0,337.0,334.0,195.0,141.0,80.0,91.0,119.0,266.0,215.0,285.0,197.0,200.0,125.0,0.0,255.0,287.0,351.0,280.0,35.0,170.0,314.0,226.0,244.0,199.0
"Gammaproteobacteria bacterium SG8_31",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,0.0,0.0,0.0,0.0
